name,party,vote_column,poll_id,y
Nezahat Baradari,SPD,v094,5096,1
Niels Annen,SPD,v094,5096,1
Nils Schmid,SPD,v094,5096,1
Nina Scheer,SPD,v094,5096,1
Olaf Scholz,SPD,v094,5096,1
Oliver Kaczmarek,SPD,v094,5096,1
Parsa Marvi,SPD,v094,5096,1
Peggy Schierenbeck,SPD,v094,5096,1
Ralf Stegner,SPD,v094,5096,1
Rasha Nasr,SPD,v094,5096,1
Rebecca Schamber,SPD,v094,5096,1
Reem Alabali Radovan,SPD,v094,5096,1
Rita Hagl-Kehl,SPD,v094,5096,1
Rita Schwarzelühr-Sutter,SPD,v094,5096,1
Robin Mesarosch,SPD,v094,5096,1
Rolf Mützenich,SPD,v094,5096,1
Ruppert Stüwe,SPD,v094,5096,1
Sabine Dittmar,SPD,v094,5096,1
Sabine Poschmann,SPD,v094,5096,1
Sanae Abdi,SPD,v094,5096,1
Sarah Lahrkamp,SPD,v094,5096,1
Saskia Esken,SPD,v094,5096,1
Sebastian Fiedler,SPD,v094,5096,1
Sebastian Hartmann,SPD,v094,5096,1
Sebastian Roloff,SPD,v094,5096,1
Siemtje Möller,SPD,v094,5096,1
Simona Koß,SPD,v094,5096,1
Sonja Eichwede,SPD,v094,5096,1
Stefan Zierke,SPD,v094,5096,1
Susanne Mittag,SPD,v094,5096,1
Svenja Schulze,SPD,v094,5096,1
Svenja Stadler,SPD,v094,5096,1
Sönke Rix,SPD,v094,5096,1
Sören Bartol,SPD,v094,5096,1
Takis Mehmet Ali,SPD,v094,5096,1
Tanja Machalet,SPD,v094,5096,1
Thomas Hitschler,SPD,v094,5096,1
Thorsten Rudolph,SPD,v094,5096,1
Tim Klüssendorf,SPD,v094,5096,1
Timo Schisanowski,SPD,v094,5096,1
Timon Gremmels,SPD,v094,5096,1
Tina Rudolph,SPD,v094,5096,1
Udo Schiefner,SPD,v094,5096,1
Uli Grötsch,SPD,v094,5096,1
Ulrike Bahr,SPD,v094,5096,1
Verena Hubertz,SPD,v094,5096,1
Wiebke Esdar,SPD,v094,5096,1
Wiebke Papenbrock,SPD,v094,5096,1
Wolfgang Hellmich,SPD,v094,5096,1
Ye-One Rhie,SPD,v094,5096,1
Zanda Martens,SPD,v094,5096,1
Robert Farle,fraktionslos,v094,5096,0
Stefan Seidler,fraktionslos,v094,5096,0
Albrecht Glaser,AfD,v095,5098,0
Alexander Gauland,AfD,v095,5098,0
Alice Weidel,AfD,v095,5098,0
Andreas Bleck,AfD,v095,5098,0
Barbara Benkstein,AfD,v095,5098,0
Beatrix von Storch,AfD,v095,5098,0
Bernd Baumann,AfD,v095,5098,0
Bernd Schattner,AfD,v095,5098,0
Christian Wirth,AfD,v095,5098,0
Christina Baum,AfD,v095,5098,0
Dietmar Friedhoff,AfD,v095,5098,0
Dirk Brandes,AfD,v095,5098,1
Dirk Spaniel,AfD,v095,5098,0
Edgar Naujok,AfD,v095,5098,0
Enrico Komning,AfD,v095,5098,0
Eugen Schmidt,AfD,v095,5098,0
Fabian Jacobi,AfD,v095,5098,0
Frank Rinck,AfD,v095,5098,0
Gereon Bollmann,AfD,v095,5098,0
Gerold Otten,AfD,v095,5098,0
Gerrit Huy,AfD,v095,5098,0
Gottfried Curio,AfD,v095,5098,0
Götz Frömming,AfD,v095,5098,0
Hannes Gnauck,AfD,v095,5098,0
Harald Weyel,AfD,v095,5098,0
Jan Ralf Nolte,AfD,v095,5098,0
Jan Wenzel Schmidt,AfD,v095,5098,1
Jochen Haug,AfD,v095,5098,0
Jörg Schneider,AfD,v095,5098,0
Jürgen Braun,AfD,v095,5098,0
Jürgen Pohl,AfD,v095,5098,0
Karsten Hilse,AfD,v095,5098,1
Kay Gottschalk,AfD,v095,5098,1
Kay-Uwe Ziegler,AfD,v095,5098,0
Klaus Stöber,AfD,v095,5098,0
Leif-Erik Holm,AfD,v095,5098,0
Malte Kaufmann,AfD,v095,5098,0
Marc Bernhard,AfD,v095,5098,0
Marcus Bühl,AfD,v095,5098,0
Mariana Harder-Kühnel,AfD,v095,5098,0
Markus Frohnmaier,AfD,v095,5098,0
Martin Erwin Renner,AfD,v095,5098,0
Martin Hess,AfD,v095,5098,0
Martin Sichert,AfD,v095,5098,0
Matthias Moosdorf,AfD,v095,5098,0
Michael Espendiller,AfD,v095,5098,0
Michael Kaufmann,AfD,v095,5098,0
Mike Moncsek,AfD,v095,5098,0
Nicole Höchst,AfD,v095,5098,0
Norbert Kleinwächter,AfD,v095,5098,0
Peter Boehringer,AfD,v095,5098,0
Peter Felser,AfD,v095,5098,0
Petr Bystron,AfD,v095,5098,0
Rainer Kraft,AfD,v095,5098,0
Rainer Rothfuß,AfD,v095,5098,0
René Bochmann,AfD,v095,5098,0
Roger Beckamp,AfD,v095,5098,1
Rüdiger Lucassen,AfD,v095,5098,0
Sebastian Münzenmaier,AfD,v095,5098,0
Stefan Keuter,AfD,v095,5098,0
Steffen Janich,AfD,v095,5098,0
Stephan Brandner,AfD,v095,5098,0
Stephan Protschka,AfD,v095,5098,0
Thomas Dietz,AfD,v095,5098,0
Thomas Ehrhorn,AfD,v095,5098,1
Thomas Seitz,AfD,v095,5098,0
Tino Chrupalla,AfD,v095,5098,0
Tobias Matthias Peterka,AfD,v095,5098,0
Ulrike Schielke-Ziesing,AfD,v095,5098,1
Wolfgang Wiehle,AfD,v095,5098,0
Agnieszka Brugger,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Andreas Audretsch,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Anja Liebert,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Anna Lührmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Annalena Baerbock,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Anne-Monika Spallek,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Anton Hofreiter,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Armin Grau,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Awet Tesfaiesus,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Beate Müller-Gemmeke,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Bernhard Herrmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Bettina Hoffmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Boris Mijatović,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Britta Haßelmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Bruno Hönel,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Canan Bayram,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Christian Kühn,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Christina-Johanne Schröder,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Claudia Müller,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Claudia Roth,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Corinna Rüffer,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Deborah Düring,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Denise Loop,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Dieter Janecek,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Ekin Deligöz,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Emilia Fester,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Erhard Grundl,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Felix Banaszak,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Filiz Polat,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Frank Bsirske,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Franziska Brantner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Hanna Steinmüller,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Harald Ebner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Helge Limburg,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Ingrid Nestle,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Irene Mihalic,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Jan-Niclas Gesenhues,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Janosch Dahmen,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Johannes Wagner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Julia Verlinden,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Julian Pahlke,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Jürgen Trittin,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Kai Gehring,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Karl Bär,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Karoline Otte,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Kassem Taher Saleh,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Katharina Beck,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Katharina Dröge,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Kathrin Henneberger,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Katja Keul,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Katrin Göring-Eckardt,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Kirsten Kappert-Gonther,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Konstantin von Notz,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Kordula Schulz-Asche,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Lamya Kaddor,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Linda Heitmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Lisa Badum,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Lisa Paus,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Luise Amtsberg,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Lukas Benner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Maik Außendorf,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Manuela Rottmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Marcel Emmerich,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Maria Klein-Schmeink,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Markus Kurth,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Marlene Schönberger,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Matthias Gastel,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Max Lucks,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Melis Sekmen,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Merle Spellerberg,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Michael Sacher,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Misbah Khan,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Niklas Wagener,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Nina Stahr,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Nyke Slawik,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Omid Nouripour,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Ophelia Nick,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Paula Piechotta,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Philip Krämer,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Renate Künast,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Ricarda Lang,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Robert Habeck,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Robin Wagener,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Sabine Grützmacher,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Sandra Detzer,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Sascha Müller,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Saskia Weishaupt,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Schahina Gambir,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Stefan Gelbhaar,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Stefan Schmidt,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Stefan Wenzel,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Stephanie Aeffner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Susanne Menge,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Sven Lehmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Sven-Christian Kindler,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Swantje Michaelsen,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Tabea Rößner,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Tessa Ganserer,BÜNDNIS 90/DIE GRÜNEN,v095,5098,0
Till Steffen,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Tina Winklmann,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Tobias B. Bacherle,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Zoe Mayer,BÜNDNIS 90/DIE GRÜNEN,v095,5098,1
Albert Rupprecht,CDU/CSU,v095,5098,0
Albert Stegemann,CDU/CSU,v095,5098,0
Alexander Dobrindt,CDU/CSU,v095,5098,0
Alexander Engelhard,CDU/CSU,v095,5098,0
Alexander Hoffmann,CDU/CSU,v095,5098,0
Alexander Radwan,CDU/CSU,v095,5098,0
Alexander Throm,CDU/CSU,v095,5098,0
Alois Rainer,CDU/CSU,v095,5098,0
Andrea Lindholz,CDU/CSU,v095,5098,0
Andreas Jung,CDU/CSU,v095,5098,0
Andreas Lenz,CDU/CSU,v095,5098,0
Andreas Mattfeldt,CDU/CSU,v095,5098,0
Andreas Scheuer,CDU/CSU,v095,5098,0
André Berghegger,CDU/CSU,v095,5098,0
Anja Karliczek,CDU/CSU,v095,5098,0
Anja Weisgerber,CDU/CSU,v095,5098,0
Anne Janssen,CDU/CSU,v095,5098,0
Anne König,CDU/CSU,v095,5098,0
Annette Widmann-Mauz,CDU/CSU,v095,5098,0
Ansgar Heveling,CDU/CSU,v095,5098,0
Antje Tillmann,CDU/CSU,v095,5098,0
Armin Laschet,CDU/CSU,v095,5098,0
Armin Schwarz,CDU/CSU,v095,5098,0
Artur Auernhammer,CDU/CSU,v095,5098,0
Astrid Damerow,CDU/CSU,v095,5098,0
Astrid Timmermann-Fechter,CDU/CSU,v095,5098,0
Axel Knoerig,CDU/CSU,v095,5098,0
Axel Müller,CDU/CSU,v095,5098,0
Bernhard Loos,CDU/CSU,v095,5098,0
Björn Simon,CDU/CSU,v095,5098,0
Carsten Brodesser,CDU/CSU,v095,5098,0
Carsten Körber,CDU/CSU,v095,5098,0
Carsten Linnemann,CDU/CSU,v095,5098,0
Carsten Müller,CDU/CSU,v095,5098,0
Catarina dos Santos-Wintz,CDU/CSU,v095,5098,0
Christian Hirte,CDU/CSU,v095,5098,0
Christian von Stetten,CDU/CSU,v095,5098,0
Christiane Schenderlein,CDU/CSU,v095,5098,0
Christina Stumpp,CDU/CSU,v095,5098,0
Christoph Ploß,CDU/CSU,v095,5098,0
Christoph de Vries,CDU/CSU,v095,5098,0
Daniela Ludwig,CDU/CSU,v095,5098,0
Detlef Seif,CDU/CSU,v095,5098,0
Diana Stöcker,CDU/CSU,v095,5098,0
Dieter Stier,CDU/CSU,v095,5098,0
Dietrich Monstadt,CDU/CSU,v095,5098,0
Dorothee Bär,CDU/CSU,v095,5098,0
Elisabeth Winkelmeier-Becker,CDU/CSU,v095,5098,0
Emmi Zeulner,CDU/CSU,v095,5098,0
Enak Ferlemann,CDU/CSU,v095,5098,0
Erich Irlstorfer,CDU/CSU,v095,5098,0
Erwin Rüddel,CDU/CSU,v095,5098,0
Fabian Gramling,CDU/CSU,v095,5098,0
Florian Hahn,CDU/CSU,v095,5098,0
Florian Oßner,CDU/CSU,v095,5098,0
Franziska Hoppermann,CDU/CSU,v095,5098,0
Friedrich Merz,CDU/CSU,v095,5098,0
Fritz Güntzler,CDU/CSU,v095,5098,0
Georg Kippels,CDU/CSU,v095,5098,0
Gitta Connemann,CDU/CSU,v095,5098,0
Gunther Krichbaum,CDU/CSU,v095,5098,0
Günter Krings,CDU/CSU,v095,5098,0
Hans-Jürgen Thies,CDU/CSU,v095,5098,0
Hans-Peter Friedrich,CDU/CSU,v095,5098,0
Hansjörg Durz,CDU/CSU,v095,5098,0
Heike Brehmer,CDU/CSU,v095,5098,0
Helge Braun,CDU/CSU,v095,5098,0
Hendrik Hoppenstedt,CDU/CSU,v095,5098,0
Henning Otte,CDU/CSU,v095,5098,0
Henning Rehbaum,CDU/CSU,v095,5098,0
Hermann Färber,CDU/CSU,v095,5098,0
Hermann Gröhe,CDU/CSU,v095,5098,0
Hermann-Josef Tebroke,CDU/CSU,v095,5098,0
Hubert Hüppe,CDU/CSU,v095,5098,0
Ingmar Jung,CDU/CSU,v095,5098,0
Ingo Gädechens,CDU/CSU,v095,5098,0
Jan Metzler,CDU/CSU,v095,5098,0
Jan-Marco Luczak,CDU/CSU,v095,5098,0
Jana Schimke,CDU/CSU,v095,5098,0
Jens Koeppen,CDU/CSU,v095,5098,1
Jens Lehmann,CDU/CSU,v095,5098,0
Johann Wadephul,CDU/CSU,v095,5098,0
Johannes Steiniger,CDU/CSU,v095,5098,0
Jonas Geissler,CDU/CSU,v095,5098,0
Josef Rief,CDU/CSU,v095,5098,0
Julia Klöckner,CDU/CSU,v095,5098,0
Jürgen Hardt,CDU/CSU,v095,5098,0
Kai Whittaker,CDU/CSU,v095,5098,0
Katrin Staffler,CDU/CSU,v095,5098,0
Kerstin Radomski,CDU/CSU,v095,5098,0
Kerstin Vieregge,CDU/CSU,v095,5098,0
Klaus Mack,CDU/CSU,v095,5098,0
Klaus Wiener,CDU/CSU,v095,5098,0
Klaus-Peter Willsch,CDU/CSU,v095,5098,0
Knut Abraham,CDU/CSU,v095,5098,0
Lars Rohwer,CDU/CSU,v095,5098,0
Manfred Grund,CDU/CSU,v095,5098,0
Marc Biadacz,CDU/CSU,v095,5098,0
Marc Henrichmann,CDU/CSU,v095,5098,0
Marco Wanderwitz,CDU/CSU,v095,5098,0
Mareike Lotte Wulf,CDU/CSU,v095,5098,0
Mario Czaja,CDU/CSU,v095,5098,0
Mark Helfrich,CDU/CSU,v095,5098,1
Markus Grübel,CDU/CSU,v095,5098,0
Markus Koob,CDU/CSU,v095,5098,0
Markus Reichel,CDU/CSU,v095,5098,0
Markus Uhl,CDU/CSU,v095,5098,0
Marlon Bröhr,CDU/CSU,v095,5098,0
Martin Plum,CDU/CSU,v095,5098,0
Martina Englhardt-Kopf,CDU/CSU,v095,5098,0
Mathias Middelberg,CDU/CSU,v095,5098,0
Matthias Hauer,CDU/CSU,v095,5098,0
Max Straubinger,CDU/CSU,v095,5098,0
Maximilian Mörseburg,CDU/CSU,v095,5098,0
Mechthild Heil,CDU/CSU,v095,5098,0
Mechthilde Wittmann,CDU/CSU,v095,5098,0
Melanie Bernstein,CDU/CSU,v095,5098,0
Michael Brand,CDU/CSU,v095,5098,0
Michael Breilmann,CDU/CSU,v095,5098,0
Michael Donth,CDU/CSU,v095,5098,0
Michael Frieser,CDU/CSU,v095,5098,0
Michael Grosse-Brömer,CDU/CSU,v095,5098,0
Michael Kießling,CDU/CSU,v095,5098,0
Michael Meister,CDU/CSU,v095,5098,0
Monika Grütters,CDU/CSU,v095,5098,0
Moritz Oppelt,CDU/CSU,v095,5098,0
Nadine Schön,CDU/CSU,v095,5098,0
Nicolas Zippelius,CDU/CSU,v095,5098,0
Nina Warken,CDU/CSU,v095,5098,0
Norbert Maria Altenkamp,CDU/CSU,v095,5098,0
Norbert Röttgen,CDU/CSU,v095,5098,0
Olav Gutting,CDU/CSU,v095,5098,0
Oliver Grundmann,CDU/CSU,v095,5098,0
Oliver Vogt,CDU/CSU,v095,5098,0
Ottilie Klein,CDU/CSU,v095,5098,0
Patricia Lips,CDU/CSU,v095,5098,0
Patrick Schnieder,CDU/CSU,v095,5098,0
Paul Lehrieder,CDU/CSU,v095,5098,0
Paul Ziemiak,CDU/CSU,v095,5098,0
Peter Aumer,CDU/CSU,v095,5098,0
Peter Beyer,CDU/CSU,v095,5098,0
Peter Ramsauer,CDU/CSU,v095,5098,0
Petra Nicolaisen,CDU/CSU,v095,5098,0
Philipp Amthor,CDU/CSU,v095,5098,0
Ralph Brinkhaus,CDU/CSU,v095,5098,0
Ralph Edelhäußer,CDU/CSU,v095,5098,0
Roderich Kiesewetter,CDU/CSU,v095,5098,1
Ronja Kemmer,CDU/CSU,v095,5098,0
Sabine Weiss,CDU/CSU,v095,5098,0
Sebastian Brehm,CDU/CSU,v095,5098,0
Sepp Müller,CDU/CSU,v095,5098,0
Serap Güler,CDU/CSU,v095,5098,0
Silke Launert,CDU/CSU,v095,5098,0
Silvia Breher,CDU/CSU,v095,5098,0
Simone Borchardt,CDU/CSU,v095,5098,0
Stefan Heck,CDU/CSU,v095,5098,0
Stefan Müller,CDU/CSU,v095,5098,0
Stefan Nacke,CDU/CSU,v095,5098,0
Stefan Rouenhoff,CDU/CSU,v095,5098,0
Steffen Bilger,CDU/CSU,v095,5098,0
Stephan Albani,CDU/CSU,v095,5098,0
Stephan Mayer,CDU/CSU,v095,5098,0
Stephan Pilsinger,CDU/CSU,v095,5098,0
Stephan Stracke,CDU/CSU,v095,5098,0
Susanne Hierl,CDU/CSU,v095,5098,0
Thomas Bareiß,CDU/CSU,v095,5098,0
Thomas Gebhart,CDU/CSU,v095,5098,0
Thomas Jarzombek,CDU/CSU,v095,5098,0
Thomas Rachel,CDU/CSU,v095,5098,0
Thomas Silberhorn,CDU/CSU,v095,5098,0
Thorsten Frei,CDU/CSU,v095,5098,0
Tilman Kuban,CDU/CSU,v095,5098,0
Tino Sorge,CDU/CSU,v095,5098,0
Tobias Winkler,CDU/CSU,v095,5098,0
Ulrich Lange,CDU/CSU,v095,5098,0
Uwe Feiler,CDU/CSU,v095,5098,0
Volker Mayer-Lay,CDU/CSU,v095,5098,0
Volker Ullrich,CDU/CSU,v095,5098,0
Volkmar Klein,CDU/CSU,v095,5098,0
Wilfried Oellers,CDU/CSU,v095,5098,0
Wolfgang Schäuble,CDU/CSU,v095,5098,0
Wolfgang Stefinger,CDU/CSU,v095,5098,0
Yvonne Magwas,CDU/CSU,v095,5098,0
Alexander Ulrich,DIE LINKE.,v095,5098,1
Ali Al-Dailami,DIE LINKE.,v095,5098,1
Amira Mohamed Ali,DIE LINKE.,v095,5098,1
Andrej Hunko,DIE LINKE.,v095,5098,1
André Hahn,DIE LINKE.,v095,5098,1
Anke Domscheit-Berg,DIE LINKE.,v095,5098,1
Ates Gürpinar,DIE LINKE.,v095,5098,0
Bernd Riexinger,DIE LINKE.,v095,5098,1
Caren Lay,DIE LINKE.,v095,5098,1
Christian Görke,DIE LINKE.,v095,5098,1
Christian Leye,DIE LINKE.,v095,5098,1
Clara Bünger,DIE LINKE.,v095,5098,1
Cornelia Möhring,DIE LINKE.,v095,5098,1
Dietmar Bartsch,DIE LINKE.,v095,5098,1
Gesine Lötzsch,DIE LINKE.,v095,5098,1
Gregor Gysi,DIE LINKE.,v095,5098,1
Heidi Reichinnek,DIE LINKE.,v095,5098,1
Jan Korte,DIE LINKE.,v095,5098,1
Janine Wissler,DIE LINKE.,v095,5098,1
Jessica Tatti,DIE LINKE.,v095,5098,0
Kathrin Vogler,DIE LINKE.,v095,5098,0
Martina Renner,DIE LINKE.,v095,5098,0
Matthias W. Birkwald,DIE LINKE.,v095,5098,1
Nicole Gohlke,DIE LINKE.,v095,5098,1
Pascal Meiser,DIE LINKE.,v095,5098,0
Petra Pau,DIE LINKE.,v095,5098,0
Petra Sitte,DIE LINKE.,v095,5098,1
Ralph Lenkert,DIE LINKE.,v095,5098,1
Sahra Wagenknecht,DIE LINKE.,v095,5098,1
Susanne Ferschl,DIE LINKE.,v095,5098,1
Susanne Hennig-Wellsow,DIE LINKE.,v095,5098,1
Sören Pellmann,DIE LINKE.,v095,5098,1
Thomas Lutze,DIE LINKE.,v095,5098,1
Victor Perli,DIE LINKE.,v095,5098,0
Zaklin Nastić,DIE LINKE.,v095,5098,1
Alexander Müller,FDP,v095,5098,1
Andrew Ullmann,FDP,v095,5098,0
Anikó Glogowski-Merten,FDP,v095,5098,1
Anja Schulz,FDP,v095,5098,1
Ann-Veruschka Jurisch,FDP,v095,5098,0
Benjamin Strasser,FDP,v095,5098,0
Bernd Reuther,FDP,v095,5098,1
Bettina Stark-Watzinger,FDP,v095,5098,0
Bijan Djir-Sarai,FDP,v095,5098,1
Carl-Julius Cronenberg,FDP,v095,5098,0
Christian Lindner,FDP,v095,5098,1
Christian Sauter,FDP,v095,5098,0
Christine Aschenberg-Dugnus,FDP,v095,5098,1
Christoph Hoffmann,FDP,v095,5098,1
Christoph Meyer,FDP,v095,5098,0
Claudia Raffelhüschen,FDP,v095,5098,1
Daniela Kluckert,FDP,v095,5098,1
Florian Toncar,FDP,v095,5098,0
Frank Müller-Rosentritt,FDP,v095,5098,1
Frank Schäffler,FDP,v095,5098,1
Friedhelm Boginski,FDP,v095,5098,1
Gerald Ullrich,FDP,v095,5098,1
Gero Hocker,FDP,v095,5098,1
Gyde Jensen-Bornhöft,FDP,v095,5098,1
Ingo Bodtke,FDP,v095,5098,0
Jens Beeck,FDP,v095,5098,0
Jens Teutrine,FDP,v095,5098,1
Johannes Vogel,FDP,v095,5098,1
Judith Skudelny,FDP,v095,5098,0
Jürgen Lenders,FDP,v095,5098,1
Karsten Klein,FDP,v095,5098,1
Katja Hessel,FDP,v095,5098,1
Katrin Helling-Plahr,FDP,v095,5098,1
Knut Gerschau,FDP,v095,5098,1
Konrad Stockmeier,FDP,v095,5098,0
Konstantin Kuhle,FDP,v095,5098,1
Kristine Lütke,FDP,v095,5098,1
Lars Lindemann,FDP,v095,5098,0
Linda Teuteberg,FDP,v095,5098,0
Lukas Köhler,FDP,v095,5098,1
Manfred Todtenhausen,FDP,v095,5098,1
Manuel Höferlin,FDP,v095,5098,0
Marie-Agnes Strack-Zimmermann,FDP,v095,5098,1
Mario Brandenburg,FDP,v095,5098,1
Markus Herbrand,FDP,v095,5098,1
Martin Gassner-Herz,FDP,v095,5098,1
Matthias Seestern-Pauly,FDP,v095,5098,0
Max Mordhorst,FDP,v095,5098,0
Maximilian Funke-Kaiser,FDP,v095,5098,1
Michael Kruse,FDP,v095,5098,1
Michael Link,FDP,v095,5098,0
Michael Theurer,FDP,v095,5098,0
Muhanad Al-Halak,FDP,v095,5098,1
Nico Tippelt,FDP,v095,5098,0
Nicole Bauer,FDP,v095,5098,1
Nicole Westig,FDP,v095,5098,1
Nils Gründer,FDP,v095,5098,1
Olaf in der Beek,FDP,v095,5098,1
Oliver Luksic,FDP,v095,5098,1
Otto Fricke,FDP,v095,5098,1
Peter Heidt,FDP,v095,5098,1
Philipp Hartewig,FDP,v095,5098,1
Rainer Semet,FDP,v095,5098,0
Reginald Hanke,FDP,v095,5098,1
Reinhard Houben,FDP,v095,5098,1
Renata Alt,FDP,v095,5098,0
Ria Schröder,FDP,v095,5098,1
Sandra Bubendorfer-Licht,FDP,v095,5098,0
Sandra Weeser,FDP,v095,5098,1
Stephan Seiter,FDP,v095,5098,0
Stephan Thomae,FDP,v095,5098,1
Thomas Hacker,FDP,v095,5098,0
Thorsten Lieb,FDP,v095,5098,1
Till Mansmann,FDP,v095,5098,0
Torsten Herbst,FDP,v095,5098,1
