name,party,v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161
Hannes Walter,SPD,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,NA,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,NA,1
Heike Baehrens,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,NA,0,1,0,1,0,1,1,1,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Heike Engelhardt,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,NA,NA,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Heike Heubach,SPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,NA,1,1
Heiko Maas,SPD,1,0,1,0,NA,1,NA,0,NA,NA,NA,NA,0,1,0,NA,1,1,1,NA,NA,NA,1,1,1,1,0,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,1,NA,1,0,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helge Lindh,SPD,1,0,1,0,1,1,1,0,1,NA,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Helmut Kleebank,SPD,1,0,1,0,NA,NA,NA,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1
Herbert Wollmann,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,0,1,1,NA,1,1,0,1,1,1,1,1,1,0,0,0,1,1,NA,1
Holger Becker,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,1,0,1,1,1,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,NA,1
Holger Mann,SPD,1,0,1,0,1,1,1,0,1,1,1,NA,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,NA,1,1,1,1,0,1,0,1,0,NA,1,1,0,1,1,1,1,0,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,NA,1,1,0,0,1,1,1,1,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,NA,1,1,1,0,0,0,1,1,1,1
Hubertus Heil,SPD,1,0,1,0,1,1,1,0,1,1,NA,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,NA,1,1,0,1,1,0,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,0,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NA,1,1,0,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,0,1,NA,0,1,NA,1,0,0,0,1,1,1,1,0,0,NA,1,1,1,1,NA,NA,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Ingo Schäfer,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,NA,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,1,0,NA,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,NA,0,1,1,NA,NA,NA,1,1,1,1,0,1,1,0,1,1,1,NA,0,1,NA,NA,1,1,1,NA,1,1,NA,NA,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,NA,1
Isabel Cademartori,SPD,1,0,1,0,1,1,1,NA,1,1,1,1,0,0,0,NA,1,1,1,0,NA,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,0,NA,1,1,1,0,1,0,0,0,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Isabel Mackensen-Geis,SPD,NA,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,1,NA,1,0,0,1,1,1,1,NA,1,1,1,1,0,1,1,0,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jakob Blankenburg,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,NA,1,1,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,NA,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jan Dieren,SPD,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,NA,0,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,NA,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,NA,1,1,0,0,1,1,NA,NA,NA,1,1,1,1,0,1,1,0,1,1,1,NA,0,NA,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,NA,0,1,0,1,1,0,0,0,0,0,NA,0,1,0
Jan Plobner,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jasmina Hostert,SPD,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,NA,1,0,0,NA,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jens Peick,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jens Zimmermann,SPD,1,0,1,0,1,1,1,0,1,1,NA,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,NA,1,0,NA,1,NA,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jessica Rosenthal,SPD,1,0,1,0,1,1,1,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,0,1,0,1,1,NA,NA,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1
Joe Weingarten,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,NA,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,1,0,1,1,1,NA,1,1,1,1,0,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,1,1,1,1,1,1,1,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,0,1,0,1,1,1,NA,1,0,1,1,1,1,1,1,0,0,0,1,1,NA,1
Johann Saathoff,SPD,1,0,1,0,1,1,1,NA,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,NA,1,0,1,1,0,1,1,1,1,NA,1,NA,1,0,1,1,1,0,1,1,1,1,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Johannes Arlt,SPD,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,0,1,1,1,1,1,NA,0,1,0,1,1,1,1,1,1,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,NA,1,NA,0,1,1,0,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Johannes Fechner,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1,0,1,0,1,1,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,1,1,NA,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Johannes Schraps,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,0,NA,NA,NA,1,1
Johannes Schätzl,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,NA,1,NA,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,1,1,1,1,0,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,1,1,1,1,1,1,1,NA,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Josephine Ortleb,SPD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,NA,NA,1,1,1,1,0,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,0,1,NA,1,1,1,0,NA,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,0,1,1,1,NA,1,0,0,0,1,1,NA,1,0,0,NA,NA,1,1,1,1,1,1,1,NA,1,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,0,1,0,NA,NA,NA,1,1,0,NA,1,NA,NA,1,1,0,0,0,1,1,1,1
Josip Juratovic,SPD,1,0,1,0,NA,NA,NA,0,1,1,1,1,0,NA,NA,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,1
Jörg Nürnberger,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jürgen Berghahn,SPD,1,0,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Jürgen Coße,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,1,0,1,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Karamba Diaby,SPD,1,0,1,0,1,1,1,0,1,1,1,1,NA,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,NA,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Karl Lauterbach,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,NA,NA,NA,1,0,1,0,NA,NA,1,1,1,1,NA,1,1,1,1,0,NA,1,NA,NA,0,1,0,NA,NA,1,1,1,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,0,1,1,1,1,1,1,0,0,0,1,1,NA,1
Kathrin Michel,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,NA,0,NA,1,1,1,0,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,1,1,0,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,0,0,0,NA,NA,1,1
Katja Mast,SPD,1,0,1,0,1,1,1,0,1,1,NA,1,0,0,0,NA,NA,1,1,0,0,0,1,1,1,1,0,1,1,1,NA,NA,0,1,NA,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,1,0,0,0,NA,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,NA,1,1,1
Katrin Budde,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,NA,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,NA,NA,NA,1,1,1,1,1,1,0,NA,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
Katrin Zschau,SPD,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,0,0,1,1,1,0,1,0,0,0,1,NA,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
